T=2.20000e+00  B=0.00000e+00  ns=40000  E_exact=-1.54649e+00  M_exact=7.84755e-01
     E           M        
-1.54590e+00  7.60700e-01
-1.55130e+00  7.81250e-01
-1.55030e+00  7.88050e-01
-1.56970e+00  7.83500e-01
-1.54620e+00  7.68650e-01
-1.55480e+00  7.72700e-01
-1.55000e+00  7.80950e-01
-1.56550e+00  7.95550e-01
-1.56190e+00  7.95800e-01
-1.56220e+00  7.93950e-01
-1.54210e+00  7.75800e-01
-1.56230e+00  7.84650e-01
-1.54550e+00  7.66350e-01
-1.55030e+00  7.78500e-01
-1.56980e+00  7.96200e-01
-1.57560e+00  8.09900e-01
-1.56660e+00  8.08100e-01
-1.56650e+00  7.94150e-01
-1.54450e+00  7.62000e-01
-1.53480e+00  7.54250e-01
-1.54590e+00  7.57900e-01
-1.53170e+00  7.52100e-01
-1.53390e+00  7.44850e-01
-1.54530e+00  7.56050e-01
-1.54740e+00  7.63450e-01
-1.52660e+00  7.47250e-01
-1.54320e+00  7.58550e-01
-1.53610e+00  7.35100e-01
-1.53960e+00  7.41150e-01
-1.54360e+00  7.47400e-01
-1.53690e+00  7.41700e-01
-1.54950e+00  7.47700e-01
-1.53850e+00  7.37200e-01
-1.55000e+00  7.39100e-01
-1.54410e+00  7.42900e-01
-1.54400e+00  7.23850e-01
-1.52990e+00  7.20000e-01
-1.55540e+00  7.42100e-01
-1.54440e+00  7.39950e-01
-1.54190e+00  7.41500e-01
-1.55720e+00  7.55750e-01
-1.53330e+00  7.55450e-01
-1.54640e+00  7.54750e-01
-1.56360e+00  7.65400e-01
-1.55920e+00  7.65100e-01
-1.56410e+00  7.46250e-01
-1.53000e+00  7.29400e-01
-1.52840e+00  7.28650e-01
-1.55580e+00  7.64900e-01
-1.55110e+00  7.60900e-01
-1.54520e+00  7.58550e-01
-1.54090e+00  7.50250e-01
-1.54580e+00  7.49600e-01
-1.56220e+00  7.71150e-01
-1.56180e+00  7.51650e-01
-1.52450e+00  7.40300e-01
-1.56600e+00  7.68250e-01
-1.52380e+00  7.19000e-01
-1.55950e+00  7.51000e-01
-1.54710e+00  7.41000e-01
-1.53540e+00  7.34050e-01
-1.53980e+00  7.47550e-01
-1.53990e+00  7.58100e-01
-1.55040e+00  7.48900e-01
-1.54680e+00  7.53350e-01
-1.53080e+00  7.39750e-01
-1.53120e+00  7.41300e-01
-1.55770e+00  7.58350e-01
-1.53790e+00  7.67850e-01
-1.54080e+00  7.52950e-01
-1.55370e+00  7.67550e-01
-1.53730e+00  7.55800e-01
-1.56080e+00  7.60200e-01
-1.53820e+00  7.63100e-01
-1.51340e+00  7.46850e-01
-1.55510e+00  7.77450e-01
-1.53830e+00  7.63600e-01
-1.53920e+00  7.59350e-01
-1.55290e+00  7.76850e-01
-1.55040e+00  7.86800e-01
-1.54650e+00  7.72400e-01
-1.54440e+00  7.82100e-01
-1.56000e+00  7.90650e-01
-1.53270e+00  7.71200e-01
-1.53210e+00  7.51050e-01
-1.52390e+00  7.53750e-01
-1.55180e+00  7.76350e-01
-1.54750e+00  7.69150e-01
-1.54860e+00  7.78550e-01
-1.56890e+00  8.16300e-01
-1.56850e+00  7.96900e-01
-1.54770e+00  7.70400e-01
-1.54570e+00  7.64300e-01
-1.54590e+00  7.83000e-01
-1.55510e+00  7.93400e-01
-1.55750e+00  7.87700e-01
-1.56980e+00  8.01050e-01
-1.56830e+00  8.04250e-01
-1.56730e+00  7.95000e-01
-1.53450e+00  7.67600e-01
-1.51990e+00  7.29800e-01
-1.52580e+00  7.36850e-01
-1.52180e+00  7.25950e-01
-1.53260e+00  7.42850e-01
-1.53630e+00  7.47850e-01
-1.54650e+00  7.67000e-01
-1.54890e+00  7.74300e-01
-1.54770e+00  7.81300e-01
-1.54360e+00  7.62700e-01
-1.52030e+00  7.44250e-01
-1.54240e+00  7.50900e-01
-1.54230e+00  7.56050e-01
-1.53670e+00  7.44250e-01
-1.54450e+00  7.53750e-01
-1.55070e+00  7.68900e-01
-1.53100e+00  7.50450e-01
-1.53340e+00  7.56400e-01
-1.54660e+00  7.61550e-01
-1.57080e+00  7.93550e-01
-1.56160e+00  7.74400e-01
-1.52610e+00  7.71950e-01
-1.55540e+00  7.85000e-01
-1.55890e+00  7.94550e-01
-1.56200e+00  8.03350e-01
-1.57030e+00  8.04750e-01
-1.54710e+00  7.82000e-01
-1.55830e+00  7.87950e-01
-1.55640e+00  7.92250e-01
-1.54050e+00  7.65850e-01
-1.55850e+00  7.86250e-01
-1.55180e+00  7.75050e-01
-1.55190e+00  7.80650e-01
-1.54720e+00  7.75750e-01
-1.55960e+00  7.89900e-01
-1.55000e+00  7.84300e-01
-1.56380e+00  7.96200e-01
-1.56620e+00  7.97350e-01
-1.54920e+00  7.83700e-01
-1.55270e+00  7.84650e-01
-1.54920e+00  7.72050e-01
-1.56960e+00  7.96450e-01
-1.55310e+00  7.81200e-01
-1.53670e+00  7.63600e-01
-1.55280e+00  7.85600e-01
-1.55970e+00  8.00200e-01
-1.56850e+00  7.95450e-01
-1.55650e+00  7.87000e-01
-1.56190e+00  7.95300e-01
-1.56490e+00  7.95600e-01
-1.55740e+00  7.80450e-01
-1.57040e+00  7.95850e-01
-1.55290e+00  7.78750e-01
-1.55940e+00  7.88700e-01
-1.53620e+00  7.73100e-01
-1.55740e+00  7.75850e-01
-1.54900e+00  7.75050e-01
-1.54730e+00  7.77150e-01
-1.54040e+00  7.66950e-01
-1.55940e+00  7.90600e-01
-1.53950e+00  7.68350e-01
-1.54250e+00  7.78500e-01
-1.54320e+00  7.80000e-01
-1.56350e+00  7.94200e-01
-1.53900e+00  7.73300e-01
-1.56800e+00  7.76200e-01
-1.55540e+00  7.85050e-01
-1.53150e+00  7.69550e-01
-1.55270e+00  7.75600e-01
-1.55040e+00  7.61400e-01
-1.56990e+00  7.89400e-01
-1.54400e+00  7.73600e-01
-1.54340e+00  7.79950e-01
-1.56790e+00  7.80500e-01
-1.54750e+00  7.76300e-01
-1.53620e+00  7.69800e-01
-1.55070e+00  7.80500e-01
-1.54710e+00  7.91800e-01
-1.54950e+00  7.76400e-01
-1.55400e+00  7.64700e-01
-1.53480e+00  7.56150e-01
